9.33978 -0.367785 2.24207
9.21523 -0.165864 2.16559
8.82355 -1.01618 2.16096
8.90957 -0.732104 0.716733
8.82002 -0.330027 2.22916
8.48065 -0.0140036 2.6945
8.37481 -0.218748 2.21423
8.16221 -0.619656 0.663669
8.13198 -0.461192 2.13232
7.89434 -0.29577 2.14909
7.72509 -0.0461628 2.25824
7.15408 -0.321157 0.431517
6.81291 -0.717064 0.831277
6.60817 0.17132 0.397089
6.8307 0.562518 1.04226
7.10425 1.10119 0.38895
7.21794 0.113083 0.742578
7.36301 0.999756 2.20204
7.46636 1.24726 2.94457
7.56789 1.18231 2.23785
7.54679 1.15259 0.811629
7.87875 0.940847 1.57317
7.82041 0.493198 2.03366
7.89796 0.750954 2.17062
8.32615 0.271439 3.36042
8.60814 0.651137 2.1482
8.43933 0.401279 0.880939
8.63496 1.11408 2.21369
8.47993 0.872363 2.44272
8.66747 0.363236 1.82455
8.72012 0.2311 2.19455
8.73923 0.826046 0.72375
8.94661 0.670437 0.859894
8.98589 0.179655 0.330547
9.14038 0.839091 2.1688
9.84488 -0.736083 2.16047
9.95462 0.0910924 0.79496
9.72148 -1.05554 2.37142
9.74725 -0.71452 2.51166
9.44564 -0.34794 2.61615
9.0785 -0.774972 4.04041
9.25868 0.109318 2.68871
9.10194 -0.408117 2.31457
8.92579 -1.22036 2.18536
8.90199 -1.1043 2.36368
9.06621 -0.707799 2.17083
8.98181 0.0711528 1.54066
8.80121 -0.926833 0.420189
8.63634 -0.685668 1.41412
8.69309 0.0609927 2.71894
8.7065 -0.351004 2.44285
8.29309 -1.05457 2.80088
7.75335 0.39213 2.54886
7.89824 0.57258 2.26437
8.42339 0.923087 1.63461
8.27 0.72727 2.21649
8.37865 0.533838 1.10964
8.0754 0.135366 3.79936
8.63005 1.18342 2.21148
8.74157 1.06643 2.69598
8.56921 0.378085 1.62762
9.16811 1.24708 2.3482
9.50636 0.673467 1.16169
9.20526 0.386918 2.62593
9.25557 0.262857 1.15204
9.39322 0.544302 2.94347
9.58527 0.4583 2.40937
9.55663 0.958835 4.06219
9.70014 0.150445 3.03985
9.87633 0.2984 2.89531
9.89587 1.02969 2.16934
9.99186 1.05004 2.18141
11.4809 -0.114354 3.59111
11.0684 -0.381485 2.3998
11.0098 -0.840888 2.11899
10.4766 -0.49886 3.81615
10.4156 -0.666842 0.836924
10.3088 -0.198173 2.93449
10.1835 -0.90751 3.90686
10.1803 -0.112032 2.80816
9.84661 -0.247982 2.24295
9.79923 -0.722787 1.50222
9.76792 -0.443533 2.15088
9.68531 -0.314882 2.35242
9.66542 -0.123582 2.24422
9.50076 -0.985219 3.04022
9.52685 -0.934508 2.30844
9.18221 -0.732149 2.31744
9.44943 -0.586037 2.78534
9.38992 -0.654721 2.9593
9.16476 -0.0324235 2.20703
8.73008 0.047118 1.69888
8.65936 0.0852841 2.33259
8.60929 0.433904 3.23036
8.84005 0.328047 2.36144
8.99086 0.383562 2.23534
9.12788 1.08907 2.45341
9.15498 1.05402 2.28697
9.06282 1.12263 0.853101
9.02353 1.06249 4.71425
8.9666 0.957335 1.88892
9.28527 0.482176 3.02503
9.47551 0.738541 2.27939
9.6144 1.16741 0.886853
9.61449 0.283564 2.40671
9.59561 0.244171 2.03479
9.7777 0.2737 2.38135
9.99555 0.47306 0.798988
10.1089 0.394935 2.18577
9.97504 0.960431 0.679254
10.1425 0.232342 2.54321
10.2127 0.155117 2.3623
10.3808 0.748548 5.36632
10.5507 0.586657 2.49715
10.5834 0.55476 2.36256
10.6295 1.06202 2.30439
10.6037 0.613729 2.05828
10.6473 0.350045 2.57373
10.7998 1.15261 2.21644
12.2379 -0.255579 2.16907
11.8997 -0.829667 2.17387
11.1635 -0.702012 2.05927
10.9762 -0.997396 3.05306
11.0192 -0.683647 4.41666
10.7904 -1.2103 2.58105
10.421 -1.19772 2.1495
10.5004 1.21364 2.19073
11.102 0.492497 2.16315
11.0256 1.14359 1.1512
11.1869 0.914483 0.846803
11.2616 0.601154 2.10318
11.2533 0.686323 0.714257
11.5086 0.39776 2.18099
11.5688 1.22862 2.16295
11.9347 1.12711 2.11725
12.18 0.558388 2.33843
13.4878 0.0418315 2.19237
12.9915 -0.743805 2.4611
12.897 -1.11921 1.56625
12.7703 -1.03119 0.679035
12.7442 -0.979335 2.53753
12.8447 -0.782838 2.69455
12.8828 -0.741118 3.31065
12.8191 -0.716612 2.80417
12.8724 -0.612442 3.73389
12.8546 -0.639929 2.20526
12.5265 -0.888694 4.30141
12.5785 -0.910557 2.32563
12.4853 -1.15517 2.27266
12.5466 -0.386754 2.69356
12.7139 0.0375312 2.53455
12.4641 -0.890957 3.11812
12.4311 -0.638604 2.238
12.2748 -0.526201 4.16462
12.2783 -0.772557 2.6458
12.0627 -0.0808292 3.11939
12.0253 -1.056 2.5314
11.8838 -0.494879 0.80685
11.8217 -0.0149241 3.76627
11.7055 -0.601017 2.48602
11.6117 -0.763193 2.10833
11.5761 -0.754942 2.05554
11.5386 -0.9766 2.30142
10.7836 -0.0489651 0.927588
10.5332 0.138377 3.1254
10.9628 0.979521 3.24158
10.8814 0.882519 1.57408
11.4591 0.246652 0.855495
11.4603 1.12292 0.752505
11.4345 0.728294 2.9922
11.5694 0.309872 2.43026
11.7218 1.19617 2.37018
11.9699 0.228477 2.15893
12.2348 0.946705 2.32683
12.1949 0.93621 3.04937
12.1779 0.0954834 2.68542
12.1644 0.42169 0.723511
12.4969 0.317538 3.31014
12.5298 0.0869728 2.36782
12.538 0.882004 2.34646
12.7118 0.20161 2.12171
12.573 0.132543 2.58212
12.6338 0.152478 0.722767
