2.5 2.5 2.5 0.824924 1
2.5 2.5 7.5 -0.0435089 1
2.5 2.5 12.5 -0.114145 1
2.5 2.5 17.5 -0.0416057 1
2.5 2.5 22.5 -0.758205 1
2.5 2.5 27.5 -0.14473 1
2.5 2.5 32.5 0.719963 1
2.5 2.5 37.5 0.839778 1
2.5 2.5 42.5 0.0730554 1
2.5 2.5 47.5 -1.20132 1
2.5 2.5 52.5 -0.389291 1
2.5 2.5 57.5 -1.18155 1
2.5 2.5 62.5 -0.0805597 1
2.5 2.5 67.5 -0.401703 1
2.5 2.5 72.5 -0.629309 1
2.5 2.5 77.5 0.19809 1
2.5 7.5 2.5 1.31586 1
2.5 7.5 7.5 0.300556 1
2.5 7.5 12.5 -0.552561 1
2.5 7.5 17.5 -0.393397 1
2.5 7.5 22.5 -0.658138 1
2.5 7.5 27.5 -0.610882 1
2.5 7.5 32.5 0.131287 1
2.5 7.5 37.5 0.43006 1
2.5 7.5 42.5 -0.26553 1
2.5 7.5 47.5 -0.631384 1
2.5 7.5 52.5 -0.313612 1
2.5 7.5 57.5 -0.889368 1
2.5 7.5 62.5 -0.524624 1
2.5 7.5 67.5 0.235696 1
2.5 7.5 72.5 -0.54399 1
2.5 7.5 77.5 0.0745073 1
2.5 12.5 2.5 0.530759 1
2.5 12.5 7.5 0.188905 1
2.5 12.5 12.5 -1.16889 1
2.5 12.5 17.5 -1.02681 1
2.5 12.5 22.5 -0.279788 1
2.5 12.5 27.5 0.235234 1
2.5 12.5 32.5 0.510903 1
2.5 12.5 37.5 0.394553 1
2.5 12.5 42.5 1.19772 1
2.5 12.5 47.5 -0.395651 1
2.5 12.5 52.5 -0.627585 1
2.5 12.5 57.5 -0.855616 1
2.5 12.5 62.5 -0.831206 1
2.5 12.5 67.5 -0.171081 1
2.5 12.5 72.5 -0.968232 1
2.5 12.5 77.5 -0.137554 1
2.5 17.5 2.5 0.178386 1
2.5 17.5 7.5 -0.271189 1
2.5 17.5 12.5 -0.731704 1
2.5 17.5 17.5 -0.240142 1
2.5 17.5 22.5 0.169464 1
2.5 17.5 27.5 -0.0411469 1
2.5 17.5 32.5 -0.347699 1
2.5 17.5 37.5 -0.0933454 1
2.5 17.5 42.5 0.237813 1
2.5 17.5 47.5 -0.397982 1
2.5 17.5 52.5 0.417063 1
2.5 17.5 57.5 -0.812091 1
2.5 17.5 62.5 -0.530594 1
2.5 17.5 67.5 0.985327 1
2.5 17.5 72.5 0.283878 1
2.5 17.5 77.5 0.135603 1
2.5 22.5 2.5 -0.0083676 1
2.5 22.5 7.5 -1.84878 1
2.5 22.5 12.5 -0.932272 1
2.5 22.5 17.5 -0.259183 1
2.5 22.5 22.5 0.223977 1
2.5 22.5 27.5 0.368146 1
2.5 22.5 32.5 0.205186 1
2.5 22.5 37.5 -0.529016 1
2.5 22.5 42.5 -0.810834 1
2.5 22.5 47.5 -0.0321465 1
2.5 22.5 52.5 -0.606872 1
2.5 22.5 57.5 -0.0378061 1
2.5 22.5 62.5 0.592806 1
2.5 22.5 67.5 0.88462 1
2.5 22.5 72.5 1.1712 1
2.5 22.5 77.5 1.52508 1
2.5 27.5 2.5 0.372388 1
2.5 27.5 7.5 -0.393897 1
2.5 27.5 12.5 -0.651118 1
2.5 27.5 17.5 -0.146737 1
2.5 27.5 22.5 -0.314187 1
2.5 27.5 27.5 -0.158915 1
2.5 27.5 32.5 -0.0779531 1
2.5 27.5 37.5 -0.369893 1
2.5 27.5 42.5 -0.555882 1
2.5 27.5 47.5 -0.899599 1
2.5 27.5 52.5 -0.718148 1
2.5 27.5 57.5 -0.108115 1
2.5 27.5 62.5 0.236412 1
2.5 27.5 67.5 1.02751 1
2.5 27.5 72.5 1.12601 1
2.5 27.5 77.5 -0.0455618 1
2.5 32.5 2.5 0.844778 1
2.5 32.5 7.5 0.291817 1
2.5 32.5 12.5 0.631016 1
2.5 32.5 17.5 0.0891559 1
2.5 32.5 22.5 -1.078 1
2.5 32.5 27.5 -0.182038 1
2.5 32.5 32.5 0.0216095 1
2.5 32.5 37.5 0.14211 1
2.5 32.5 42.5 0.85438 1
2.5 32.5 47.5 0.301462 1
2.5 32.5 52.5 0.302762 1
2.5 32.5 57.5 -0.0087063 1
2.5 32.5 62.5 -0.483004 1
2.5 32.5 67.5 0.266635 1
2.5 32.5 72.5 0.425992 1
2.5 32.5 77.5 0.781406 1
2.5 37.5 2.5 -0.838069 1
2.5 37.5 7.5 -0.979208 1
2.5 37.5 12.5 0.195852 1
2.5 37.5 17.5 0.801974 1
2.5 37.5 22.5 -1.30198 1
2.5 37.5 27.5 -0.458516 1
2.5 37.5 32.5 0.937361 1
2.5 37.5 37.5 0.0665116 1
2.5 37.5 42.5 1.50625 1
2.5 37.5 47.5 1.43564 1
2.5 37.5 52.5 0.424517 1
2.5 37.5 57.5 1.17568 1
2.5 37.5 62.5 -0.267795 1
2.5 37.5 67.5 0.0105476 1
2.5 37.5 72.5 -0.356824 1
2.5 37.5 77.5 0.648076 1
2.5 42.5 2.5 0.412045 1
2.5 42.5 7.5 0.743574 1
2.5 42.5 12.5 0.272128 1
2.5 42.5 17.5 -1.01886 1
2.5 42.5 22.5 -0.266475 1
2.5 42.5 27.5 -0.360241 1
2.5 42.5 32.5 0.057717 1
2.5 42.5 37.5 0.58619 1
2.5 42.5 42.5 0.599089 1
2.5 42.5 47.5 -0.138736 1
2.5 42.5 52.5 -0.347823 1
2.5 42.5 57.5 -0.11232 1
2.5 42.5 62.5 0.338826 1
2.5 42.5 67.5 -0.135013 1
2.5 42.5 72.5 -0.29021 1
2.5 42.5 77.5 0.634342 1
2.5 47.5 2.5 -0.483836 1
2.5 47.5 7.5 -0.238863 1
2.5 47.5 12.5 0.206614 1
2.5 47.5 17.5 -0.451126 1
2.5 47.5 22.5 -0.0341111 1
2.5 47.5 27.5 0.268027 1
2.5 47.5 32.5 0.367652 1
2.5 47.5 37.5 1.0129 1
2.5 47.5 42.5 0.0631798 1
2.5 47.5 47.5 -0.18384 1
2.5 47.5 52.5 0.185055 1
2.5 47.5 57.5 -1.0504 1
2.5 47.5 62.5 -0.25034 1
2.5 47.5 67.5 0.467597 1
2.5 47.5 72.5 0.0654887 1
2.5 47.5 77.5 -0.114806 1
2.5 52.5 2.5 0.102928 1
2.5 52.5 7.5 -0.578014 1
2.5 52.5 12.5 -0.46124 1
2.5 52.5 17.5 -0.0918122 1
2.5 52.5 22.5 0.288586 1
2.5 52.5 27.5 -0.077567 1
2.5 52.5 32.5 -0.0771421 1
2.5 52.5 37.5 0.0376539 1
2.5 52.5 42.5 0.445844 1
2.5 52.5 47.5 0.0905133 1
2.5 52.5 52.5 0.929966 1
2.5 52.5 57.5 0.538897 1
2.5 52.5 62.5 -0.107476 1
2.5 52.5 67.5 1.08729 1
2.5 52.5 72.5 -0.492365 1
2.5 52.5 77.5 -0.633311 1
2.5 57.5 2.5 -0.515056 1
2.5 57.5 7.5 -0.371793 1
2.5 57.5 12.5 0.114373 1
2.5 57.5 17.5 0.0228861 1
2.5 57.5 22.5 -0.143338 1
2.5 57.5 27.5 -1.22197 1
2.5 57.5 32.5 -0.841073 1
2.5 57.5 37.5 0.71112 1
2.5 57.5 42.5 0.0768624 1
2.5 57.5 47.5 0.0958012 1
2.5 57.5 52.5 1.10434 1
2.5 57.5 57.5 0.899596 1
2.5 57.5 62.5 0.117433 1
2.5 57.5 67.5 0.164594 1
2.5 57.5 72.5 -0.164566 1
2.5 57.5 77.5 -1.30763 1
2.5 62.5 2.5 -0.213467 1
2.5 62.5 7.5 1.07767 1
2.5 62.5 12.5 0.539409 1
2.5 62.5 17.5 -0.262037 1
2.5 62.5 22.5 0.228198 1
2.5 62.5 27.5 -1.11771 1
2.5 62.5 32.5 -0.313734 1
2.5 62.5 37.5 0.478558 1
2.5 62.5 42.5 -0.667564 1
2.5 62.5 47.5 -0.401533 1
2.5 62.5 52.5 0.0810903 1
2.5 62.5 57.5 0.111662 1
2.5 62.5 62.5 0.15586 1
2.5 62.5 67.5 -1.05264 1
2.5 62.5 72.5 -0.659355 1
2.5 62.5 77.5 0.3448 1
2.5 67.5 2.5 -0.567201 1
2.5 67.5 7.5 0.620627 1
2.5 67.5 12.5 -0.198334 1
2.5 67.5 17.5 -0.657344 1
2.5 67.5 22.5 -0.80795 1
2.5 67.5 27.5 0.452186 1
2.5 67.5 32.5 0.731509 1
2.5 67.5 37.5 -0.831167 1
2.5 67.5 42.5 -0.660824 1
2.5 67.5 47.5 -0.721977 1
2.5 67.5 52.5 -0.45165 1
2.5 67.5 57.5 -0.584954 1
2.5 67.5 62.5 0.503928 1
2.5 67.5 67.5 -0.202742 1
2.5 67.5 72.5 -0.594227 1
2.5 67.5 77.5 -0.448528 1
2.5 72.5 2.5 0.760088 1
2.5 72.5 7.5 0.124953 1
2.5 72.5 12.5 -0.584381 1
2.5 72.5 17.5 0.259679 1
2.5 72.5 22.5 -0.172775 1
2.5 72.5 27.5 0.765911 1
2.5 72.5 32.5 0.283301 1
2.5 72.5 37.5 -1.46941 1
2.5 72.5 42.5 -0.364403 1
